"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8855","Add different products to basket and verify them on the checkout page, switch delivery to standard shipping","SweetShop Basket and Checkout Tests","Sat Jan 11 16:01:27 GMT 2025","failed","Sat Jan 11 16:01:36 GMT 2025","","","",""
"","7972","Add different products to basket, verify them on the checkout page, and fill in checkout details","SweetShop Basket and Checkout Tests","Sat Jan 11 16:01:36 GMT 2025","failed","Sat Jan 11 16:01:44 GMT 2025","","","",""
