"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5204","Add different products to basket, verify them on the checkout page, and fill in checkout details","SweetShop Basket and Checkout Tests","Mon Dec 01 21:39:40 UTC 2025","passed","Mon Dec 01 21:39:45 UTC 2025","","","",""
"","10002","Add different products to basket and verify them on the checkout page, switch delivery to standard shipping","SweetShop Basket and Checkout Tests","Mon Dec 01 21:39:30 UTC 2025","failed","Mon Dec 01 21:39:40 UTC 2025","","","",""
