"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30277","Add different products to basket and verify them on the checkout page, switch delivery to standard shipping","SweetShop Basket and Checkout Tests","Sun Nov 02 16:31:00 UTC 2025","broken","Sun Nov 02 16:31:30 UTC 2025","","","",""
"","51","Add different products to basket, verify them on the checkout page, and fill in checkout details","SweetShop Basket and Checkout Tests","Sun Nov 02 16:31:30 UTC 2025","skipped","Sun Nov 02 16:31:30 UTC 2025","","","",""
