"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60208","Add different products to basket and verify them on the checkout page, switch delivery to standard shipping","SweetShop Basket and Checkout Tests","Fri Dec 19 10:57:46 UTC 2025","broken","Fri Dec 19 10:58:46 UTC 2025","","","",""
"","25","Add different products to basket, verify them on the checkout page, and fill in checkout details","SweetShop Basket and Checkout Tests","Fri Dec 19 10:58:46 UTC 2025","skipped","Fri Dec 19 10:58:46 UTC 2025","","","",""
