"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6633","Add different products to basket, verify them on the checkout page, and fill in checkout details","SweetShop Basket and Checkout Tests","Sat Jan 11 16:49:54 GMT 2025","passed","Sat Jan 11 16:50:01 GMT 2025","","","",""
"","9074","Add different products to basket and verify them on the checkout page, switch delivery to standard shipping","SweetShop Basket and Checkout Tests","Sat Jan 11 16:49:45 GMT 2025","failed","Sat Jan 11 16:49:54 GMT 2025","","","",""
